"","Depth (cm)","Median Age (yr BP {1950})","Age Standard Deviation","Age Inter-quartile Range"
"1364",1364,104.83009273108,2.70907115944497,3.18140117762076
"1365",1365,104.86000598265,2.70906093995089,3.16091112996746
"1366",1366,104.889919234221,2.70907526328253,3.14042108231415
"1367",1367,104.919832485791,2.7091141290506,3.13894755385078
"1368",1368,104.949745737362,2.70917753619885,3.15367611602004
"1369",1369,104.979658988932,2.7092654830042,3.16840467818926
"1370",1370,105.027234042553,2.7087573585962,3.20079504240914
"1371",1371,105.112340425532,2.70719066743549,3.27071673598664
"1372",1372,105.197446808511,2.7060061103042,3.34063842956414
"1373",1373,105.282553191489,2.7052041891899,3.41056012314165
"1374",1374,105.367659574468,2.7047852444271,3.48048181671913
"1375",1375,105.452765957447,2.70474945397603,3.5384406289615
"1376",1376,105.537872340426,2.70509683304494,3.46212765957446
"1377",1377,105.622978723404,2.70582723405782,3.37702127659574
"1378",1378,105.708085106383,2.70694034696763,3.291914893617
"1379",1379,105.793191489362,2.70843569991362,3.22035805359036
"1380",1380,105.87829787234,2.7103126602193,3.24400162157215
"1381",1381,105.963404255319,2.71257043572632,3.26764518955395
"1382",1382,106.12610619469,2.70859577571231,3.36888431392816
"1383",1383,106.347345132743,2.70161320439388,3.52866043698434
"1384",1384,106.568584070797,2.69699800096801,3.43141592920361
"1385",1385,106.78982300885,2.69461261884423,3.2453098977893
"1386",1386,107.013850415513,2.69429120476515,3.12055398254812
"1387",1387,107.290858725762,2.69134499060475,3.31146143178883
"1388",1388,107.567867036011,2.69122599592964,3.42046488331921
"1389",1389,107.84487534626,2.69309569707901,3.46972159472288
"1390",1390,108.097345132743,2.69485784393665,3.59919015119355
"1391",1391,108.318584070796,2.69485653715452,3.68141592920354
"1392",1392,108.53982300885,2.69660508445778,3.51638550884955
"1393",1393,108.761061946903,2.69903428008718,3.61175639134711
"1394",1394,108.982300884956,2.70330733389026,3.78959255162242
"1395",1395,109.169741697417,2.70175676211282,3.830258302583
"1396",1396,109.354243542435,2.70088934028806,3.70635621849176
"1397",1397,109.538745387454,2.70145180018645,3.79025444177984
"1398",1398,109.723247232472,2.70369611460926,3.87415266506791
"1399",1399,109.907749077491,2.70722971018977,3.95805088835597
"1400",1400,110.038167938931,2.70886615315334,3.96183206106871
"1401",1401,110.114503816794,2.70775305776189,3.88549618320612
"1402",1402,110.190839694656,2.70678886772772,3.80916030534351
"1403",1403,110.267175572519,2.7059737422243,3.74600184656981
"1404",1404,110.343511450382,2.70530781599374,3.69433498755215
"1405",1405,110.419847328244,2.70479119923573,3.64266812853444
"1406",1406,110.496183206107,2.70442397751648,3.59100126951677
"1407",1407,110.572519083969,2.70403526132706,3.53933441049907
"1408",1408,110.648854961832,2.70378313189407,3.48766755148138
"1409",1409,110.725190839695,2.70367652663135,3.43817696613662
"1410",1410,110.801526717557,2.70371546275258,3.46568655697925
"1411",1411,110.87786259542,2.70389993397038,3.49319614782186
"1412",1412,110.954198473282,2.70422991050138,3.52070573866447
"1413",1413,111.049200492005,2.70394744287874,3.54768079239908
"1414",1414,111.172201722017,2.7028038205363,3.57385404047164
"1415",1415,111.29520295203,2.70199204165272,3.60002728854421
"1416",1416,111.418204182042,2.70151240537547,3.64100210950296
"1417",1417,111.541205412054,2.70136508862359,3.71690018360383
"1418",1418,111.664206642066,2.70155014576168,3.79279825770466
"1419",1419,111.787207872079,2.70206750849964,3.86869633180552
"1420",1420,111.910209102091,2.7029169860186,3.94459440590637
"1421",1421,112.045996592845,2.70325813132337,3.95400340715503
"1422",1422,112.216354344123,2.70177075068177,3.78364565587735
"1423",1423,112.3867120954,2.70079093003384,3.61328790459964
"1424",1424,112.557069846678,2.70031922188962,3.44293015332197
"1425",1425,112.727427597956,2.70035589252603,3.29785013316699
"1426",1426,112.897785349233,2.70090092123599,3.36760426271429
"1427",1427,113.09828009828,2.70116678093319,3.46749539003062
"1428",1428,113.34398034398,2.7012453105749,3.61259201400047
"1429",1429,113.589680589681,2.70245564657104,3.75768863797033
"1430",1430,113.835380835381,2.7047339552804,3.90278526194018
"1431",1431,114.045643153527,2.70658013775448,3.95435684647305
"1432",1432,114.183955739972,2.70580815304392,3.81604426002765
"1433",1433,114.322268326418,2.70543055180637,3.75589664500177
"1434",1434,114.460580912863,2.70544749917497,3.8057136562259
"1435",1435,114.598893499308,2.70578252275958,3.85553066745003
"1436",1436,114.737206085754,2.70647742496168,3.90534767867416
"1437",1437,114.875518672199,2.70756171477726,3.95516468989828
"1438",1438,115.00790513834,2.70880793534081,3.99209486166008
"1439",1439,115.086956521739,2.70822973950809,3.91304347826087
"1440",1440,115.166007905138,2.7077309255647,3.83399209486166
"1441",1441,115.245059288538,2.70731153738826,3.75494071146245
"1442",1442,115.324110671937,2.7069716118948,3.75419115483413
"1443",1443,115.403162055336,2.70671117902257,3.78294072736816
"1444",1444,115.482213438735,2.70653026171884,3.81169029990217
"1445",1445,115.561264822134,2.70642887592979,3.84043987243621
"1446",1446,115.640316205534,2.70640703059352,3.86918944497022
"1447",1447,115.719367588933,2.70646472763606,3.89793901750424
"1448",1448,115.798418972332,2.70660196197057,3.92668859003825
"1449",1449,115.877470355731,2.70681872149954,3.95543816257228
"1450",1450,115.95652173913,2.70711498712014,3.98418773510629
"1451",1451,116.049833887043,2.70677900291935,4
"1452",1452,116.16057585825,2.70574575483739,4
"1453",1453,116.271317829457,2.70492066214555,4
"1454",1454,116.382059800664,2.70430391537065,4
"1455",1455,116.492801771872,2.70389565708109,4
"1456",1456,116.603543743079,2.70356876691239,4
"1457",1457,116.714285714286,2.7034379576343,4
"1458",1458,116.825027685493,2.70351197768511,4
"1459",1459,116.9357696567,2.70379081024238,4
"1460",1460,117.038745387454,2.70358195292187,4
"1461",1461,117.130996309963,2.70257617557405,4
"1462",1462,117.223247232472,2.70171128627353,4
"1463",1463,117.315498154982,2.70098742036255,4
"1464",1464,117.407749077491,2.7004046912486,4
"1465",1465,117.5,2.69996319031571,4
"1466",1466,117.592250922509,2.69938188191219,4
"1467",1467,117.684501845018,2.69893963813492,4
"1468",1468,117.776752767528,2.69863652735227,4
"1469",1469,117.869003690037,2.69847259644933,4
"1470",1470,117.961254612546,2.69844787079166,4
"1471",1471,118.032097399004,2.69826693293208,4
"1472",1472,118.087437742114,2.69794378202701,4
"1473",1473,118.142778085224,2.69767441924064,4
"1474",1474,118.198118428334,2.69745886068647,4
"1475",1475,118.253458771444,2.69729711926405,4
"1476",1476,118.308799114555,2.69718920465508,4
"1477",1477,118.364139457665,2.69713512332052,4
"1478",1478,118.419479800775,2.69713487849867,4
"1479",1479,118.474820143885,2.69718847020419,4
"1480",1480,118.530160486995,2.69725132676667,4
"1481",1481,118.585500830105,2.69732916779394,4
"1482",1482,118.640841173215,2.69745871540217,4
"1483",1483,118.696181516325,2.69763996214213,4
"1484",1484,118.751521859436,2.69787289759416,4
"1485",1485,118.806862202546,2.6981575083712,4
"1486",1486,118.862202545656,2.69849377812262,4
"1487",1487,118.917542888766,2.69888168753892,4
"1488",1488,118.972883231876,2.69932121435728,4
"1489",1489,119.075221238938,2.69946523803074,4
"1490",1490,119.222713864307,2.69957837750194,4
"1491",1491,119.370206489676,2.70007551641431,4
"1492",1492,119.517699115044,2.7009537893229,4
"1493",1493,119.665191740413,2.70219212374179,4
"1494",1494,119.812684365782,2.70380639742817,4
"1495",1495,119.96017699115,2.70579593752776,4
"1496",1496,120.100968188105,2.70676762401608,4
"1497",1497,120.23928077455,2.70751385629746,4
"1498",1498,120.377593360996,2.70853618352027,4
"1499",1499,120.515905947441,2.70983429320117,4
"1500",1500,120.654218533887,2.71140778924055,4
"1501",1501,120.792531120332,2.71325619252482,4
"1502",1502,120.930843706777,2.71537894165234,4
"1503",1503,121.12285012285,2.71574538336691,4
"1504",1504,121.36855036855,2.71504451299438,4
"1505",1505,121.614250614251,2.71538475033268,4
"1506",1506,121.859950859951,2.71673128656372,4
"1507",1507,122.059474412172,2.71702963057606,4
"1508",1508,122.197786998617,2.71498894111606,4
"1509",1509,122.336099585062,2.71333177926296,4
"1510",1510,122.474412171508,2.71205884806277,4
"1511",1511,122.612724757953,2.71092241079318,4
"1512",1512,122.751037344398,2.71010781417851,4
"1513",1513,122.889349930844,2.70967104015658,4
"1514",1514,123.01196888091,2.70961282146016,4
"1515",1515,123.071813285458,2.70974206080456,4
"1516",1516,123.131657690006,2.70992802455712,4
"1517",1517,123.191502094554,2.71017070104105,4
"1518",1518,123.251346499102,2.71047007502338,4
"1519",1519,123.311190903651,2.71082612771971,4
"1520",1520,123.371035308199,2.71123883680007,4
"1521",1521,123.430879712747,2.71170817639597,4
"1522",1522,123.490724117295,2.71223411710847,4
"1523",1523,123.550568521843,2.71281211280518,4
"1524",1524,123.610412926391,2.71344469558939,4
"1525",1525,123.67025733094,2.71413256076408,4
"1526",1526,123.730101735488,2.71487566630873,4
"1527",1527,123.789946140036,2.71567396687611,4
"1528",1528,123.849790544584,2.71652741380608,4
"1529",1529,123.909634949132,2.71743595514028,4
"1530",1530,123.96947935368,2.71839953563788,4
"1531",1531,124.090405904059,2.71870822757421,4
"1532",1532,124.274907749077,2.71871992790773,4
"1533",1533,124.459409594096,2.71930586489096,4
"1534",1534,124.643911439114,2.7204656674847,4
"1535",1535,124.828413284133,2.72219860219648,4
"1536",1536,125.006457564576,2.724272931432,4
"1537",1537,125.098708487085,2.7236105755534,4
"1538",1538,125.190959409594,2.72306414911668,4
"1539",1539,125.283210332103,2.72263372192218,4
"1540",1540,125.375461254613,2.72231934899196,4
"1541",1541,125.467712177122,2.72212107053475,4
"1542",1542,125.559963099631,2.72203891192016,4
"1543",1543,125.65221402214,2.72207288366251,4
"1544",1544,125.744464944649,2.72222298141407,4
"1545",1545,125.836715867159,2.72248918596789,4
"1546",1546,125.928966789668,2.72287146327004,4
"1547",1547,126.019574468085,2.72285299054845,4.00000000000001
"1548",1548,126.104680851064,2.72121493490815,4.00000000000001
"1549",1549,126.189787234043,2.71968406259948,4.00000000000001
"1550",1550,126.274893617021,2.71826055471325,4.00000000000001
"1551",1551,126.36,2.71694458000606,4.00000000000001
"1552",1552,126.445106382979,2.71573629480119,4.00000000000001
"1553",1553,126.530212765957,2.71464592584956,4.00000000000001
"1554",1554,126.615319148936,2.71368017461298,4.00000000000001
"1555",1555,126.700425531915,2.7128200420815,4.00000000000001
"1556",1556,126.785531914894,2.71206562874616,4
"1557",1557,126.870638297872,2.71141702285154,4
"1558",1558,126.955744680851,2.71087430034438,4
"1559",1559,127.050579557429,2.71044848607421,4
"1560",1560,127.155953635406,2.71021571775839,4
"1561",1561,127.261327713383,2.71019058002197,4
"1562",1562,127.366701791359,2.71037307864206,4
"1563",1563,127.472075869336,2.7107631716821,4
"1564",1564,127.577449947313,2.71136076954008,4.00000000000001
"1565",1565,127.68282402529,2.71216573505132,4.00000000000001
"1566",1566,127.788198103267,2.71317788364578,4.00000000000001
"1567",1567,127.893572181243,2.71439698355919,4.00000000000001
"1568",1568,127.99894625922,2.71582275609777,4.00000000000001
"1569",1569,128.084255319149,2.71555373661398,4.00000000000001
"1570",1570,128.169361702128,2.71538266682545,4.00000000000001
"1571",1571,128.254468085106,2.71532832448448,4.00000000000001
"1572",1572,128.339574468085,2.71539071659917,4.00000000000001
"1573",1573,128.424680851064,2.71556983512336,4.00000000000001
"1574",1574,128.509787234043,2.71585174057139,4.00000000000001
"1575",1575,128.594893617021,2.71614183591016,4.00000000000001
"1576",1576,128.68,2.7165460804559,4
"1577",1577,128.765106382979,2.71706442325931,4
"1578",1578,128.850212765957,2.71769679903494,4
"1579",1579,128.935319148936,2.71844312820229,4
"1580",1580,129.027972027972,2.71883445665853,4
"1581",1581,129.144522144522,2.71794868085129,4
"1582",1582,129.261072261072,2.71732821087107,4
"1583",1583,129.377622377622,2.71697322848004,4
"1584",1584,129.494172494172,2.71688383774237,4
"1585",1585,129.610722610723,2.71693452059714,4
"1586",1586,129.727272727273,2.71724006723127,4
"1587",1587,129.843822843823,2.71780689143201,4
"1588",1588,129.960372960373,2.71863482977349,4
"1589",1589,130.073089700997,2.71885794312115,4
"1590",1590,130.183831672204,2.71885024190455,4
"1591",1591,130.294573643411,2.71904835198596,4
"1592",1592,130.405315614618,2.71945222838577,4
"1593",1593,130.516057585825,2.72006177944707,4
"1594",1594,130.626799557032,2.72087686693955,4
"1595",1595,130.737541528239,2.7218973062161,4
"1596",1596,130.848283499446,2.72312286642153,4
"1597",1597,130.959025470653,2.72455327075297,4
"1598",1598,131.048091603053,2.72520762322565,4
"1599",1599,131.124427480916,2.72541275242737,4
"1600",1600,131.200763358779,2.72572689227617,4
"1601",1601,131.277099236641,2.7261500050875,4
"1602",1602,131.353435114504,2.72668204013174,4
"1603",1603,131.429770992366,2.72732293366455,4
"1604",1604,131.506106870229,2.72806352807116,4
"1605",1605,131.582442748092,2.72880711309223,4
"1606",1606,131.658778625954,2.72965694450694,4
"1607",1607,131.735114503817,2.7306129231161,4
"1608",1608,131.811450381679,2.7316749374777,4
"1609",1609,131.887786259542,2.7328428639716,4
"1610",1610,131.964122137405,2.73411656687104,4
"1611",1611,132.016761543327,2.7348767177724,4
"1612",1612,132.048387096774,2.73512150233663,4
"1613",1613,132.080012650221,2.73537793590988,4
"1614",1614,132.111638203669,2.73564601521631,4
"1615",1615,132.143263757116,2.7359257368326,4
"1616",1616,132.174889310563,2.73621709718818,4
"1617",1617,132.20651486401,2.7365200925655,4
"1618",1618,132.238140417457,2.7368347191002,4
"1619",1619,132.269765970904,2.73716097278141,4
"1620",1620,132.301391524352,2.73749884945198,4
"1621",1621,132.333017077799,2.73784834480875,4
"1622",1622,132.364642631246,2.73820945440281,4
"1623",1623,132.396268184693,2.73858217363979,4
"1624",1624,132.42789373814,2.73896649778017,4
"1625",1625,132.459519291588,2.73936242193956,4
"1626",1626,132.491144845035,2.739769941089,4
"1627",1627,132.522770398482,2.74018905005528,4
"1628",1628,132.554395951929,2.74061974352129,4
"1629",1629,132.586021505376,2.74106201602634,4
"1630",1630,132.617647058824,2.7415158619665,4
"1631",1631,132.649272612271,2.74198127559495,4
"1632",1632,132.680898165718,2.74245825102234,4
"1633",1633,132.712523719165,2.74294678221716,4
"1634",1634,132.744149272612,2.74344686300616,4
"1635",1635,132.775774826059,2.74395848707465,4
"1636",1636,132.807400379507,2.74448164796697,4
"1637",1637,132.839025932954,2.74501633908686,4
"1638",1638,132.870651486401,2.74556255369788,4
"1639",1639,132.902277039848,2.7461202849238,4
"1640",1640,132.933902593295,2.7466895257491,4
"1641",1641,132.965528146743,2.74727026901931,4
"1642",1642,132.99715370019,2.74786250744154,4
"1643",1643,133.095890410959,2.74618773204157,4
"1644",1644,133.201264488936,2.74444437366164,4
"1645",1645,133.306638566913,2.74286492615434,4
"1646",1646,133.412012644889,2.74144967282448,4
"1647",1647,133.517386722866,2.74019886808028,4
"1648",1648,133.622760800843,2.73911273720609,4
"1649",1649,133.72813487882,2.7381914761605,4
"1650",1650,133.833508956797,2.73743525140022,4
"1651",1651,133.938883034773,2.73684419973012,4
"1652",1652,134.071550255537,2.73622226762126,4
"1653",1653,134.241908006814,2.73563168516818,4
"1654",1654,134.412265758092,2.73539943311822,4
"1655",1655,134.58262350937,2.73552560274045,4
"1656",1656,134.752981260647,2.73601014444961,4
"1657",1657,134.923339011925,2.73685286790348,4
"1658",1658,135.071614583333,2.73679294826639,4
"1659",1659,135.201822916667,2.73595703975289,4
"1660",1660,135.33203125,2.73534691887538,4
"1661",1661,135.462239583333,2.73496273674132,4
"1662",1662,135.592447916667,2.73469840368295,4
"1663",1663,135.72265625,2.73461244035352,4
"1664",1664,135.852864583333,2.73474750071285,4
"1665",1665,135.983072916667,2.73510355201826,4
"1666",1666,136.09634551495,2.73441482618799,4
"1667",1667,136.207087486157,2.73373671954133,4
"1668",1668,136.317829457364,2.73325702872832,4
"1669",1669,136.428571428571,2.73297585822655,4
"1670",1670,136.539313399779,2.73289326930961,4
"1671",1671,136.650055370986,2.73300927998035,4
"1672",1672,136.760797342193,2.73332386495121,4
"1673",1673,136.8715393134,2.73383695567187,4
"1674",1674,136.982281284607,2.73454844040381,4
"1675",1675,137.097902097902,2.73458193020409,3.92657342657344
"1676",1676,137.214452214452,2.73465096936958,3.85481438606439
"1677",1677,137.331002331002,2.7349228156287,3.91407382032384
"1678",1678,137.447552447552,2.73539740851599,3.97333325458328
"1679",1679,137.564102564103,2.73597217579591,4
"1680",1680,137.680652680653,2.73666225570108,4
"1681",1681,137.797202797203,2.73755035799891,4
"1682",1682,137.913752913753,2.73863629004155,4
"1683",1683,138.028792912514,2.73985490956511,4
"1684",1684,138.139534883721,2.74106287215442,4
"1685",1685,138.250276854928,2.74243102870057,4
"1686",1686,138.361018826135,2.74395913958223,4
"1687",1687,138.471760797342,2.74564693772795,4
"1688",1688,138.582502768549,2.747289748037,4
"1689",1689,138.693244739756,2.74901420908029,4
"1690",1690,138.803986710963,2.75088889739409,4
"1691",1691,138.914728682171,2.7529135060716,4
"1692",1692,139.046277665996,2.75427528411379,3.95372233400406
"1693",1693,139.247484909457,2.75339536811775,3.75251509054331
"1694",1694,139.448692152918,2.75319982619746,3.64440643863182
"1695",1695,139.649899396378,2.75330623129335,3.77418511066401
"1696",1696,139.851106639839,2.75395351870317,3.90396378269622
"1697",1697,140.082278481013,2.75373387744716,3.91772151898732
"1698",1698,140.398734177215,2.75043360389786,3.60126582278488
"1699",1699,140.715189873418,2.74851728872317,3.28481012658239
"1700",1700,141.017035775128,2.74803605758108,3.00195267071922
"1701",1701,141.187393526405,2.74782435194982,3.02147937791133
"1702",1702,141.357751277683,2.74803673701606,3.04100608510345
"1703",1703,141.528109028961,2.74876040591365,3.06053279229556
"1704",1704,141.698466780239,2.75034360190761,3.07538330494037
"1705",1705,141.868824531516,2.75233968552221,3.03279386712094
"1706",1706,142.046277665996,2.75320215141767,3.00830607938209
"1707",1707,142.247484909457,2.7495968045994,3.04441946799983
"1708",1708,142.448692152918,2.74688537331367,3.08053285661759
"1709",1709,142.649899396378,2.7450280447937,3.08752515090544
"1710",1710,142.851106639839,2.74403979790826,3.03722334004024
"1711",1711,143.020553359684,2.74393537545988,3
"1712",1712,143.099604743083,2.74421628360526,3
"1713",1713,143.178656126482,2.74458406187486,3
"1714",1714,143.257707509881,2.74503867535228,3
"1715",1715,143.336758893281,2.74558008090299,3
"1716",1716,143.41581027668,2.74620822719469,3
"1717",1717,143.494861660079,2.74692305472168,3
"1718",1718,143.573913043478,2.74772449583291,3
"1719",1719,143.652964426877,2.74861247476397,3
"1720",1720,143.732015810277,2.7495869076727,3
"1721",1721,143.811067193676,2.75064770267863,3
"1722",1722,143.890118577075,2.75179475990606,3
"1723",1723,143.969169960474,2.75302797153077,3
"1724",1724,144.067552602436,2.7527481184949,3.00844407530454
"1725",1725,144.178294573643,2.75162235076561,3.02228682170542
"1726",1726,144.28903654485,2.75069517165942,3.0361295681063
"1727",1727,144.399778516058,2.74996678204482,3.04997231450722
"1728",1728,144.510520487265,2.74943733991364,3.0638150609081
"1729",1729,144.621262458472,2.74910696020996,3.07765780730895
"1730",1730,144.732004429679,2.74897571470542,3.0669988925803
"1731",1731,144.842746400886,2.74904363192138,3.03931339977851
"1732",1732,144.953488372093,2.74931069709787,3.01162790697674
"1733",1733,145.0642303433,2.74907478288523,3.02855998659652
"1734",1734,145.174972314507,2.74852021947682,3.0778013427975
"1735",1735,145.285714285714,2.74815302265968,3.12704269899842
"1736",1736,145.396456256921,2.74797326754415,3.17628405519937
"1737",1737,145.507198228128,2.7479809909139,3.2255254114003
"1738",1738,145.617940199336,2.74817619118829,3.27476676760125
"1739",1739,145.728682170543,2.74855882842397,3.28449040304355
"1740",1740,145.83942414175,2.74912882435575,3.21374426368851
"1741",1741,145.950166112957,2.7498860624766,3.14299812433339
"1742",1742,146.076071922545,2.75005468814169,3.17350571034146
"1743",1743,146.21438450899,2.74995058860571,3.28685725346472
"1744",1744,146.352697095436,2.75025923771215,3.40020879658798
"1745",1745,146.491009681881,2.75098049653473,3.4614749329651
"1746",1746,146.629322268326,2.75198963542389,3.57116787159845
"1747",1747,146.767634854772,2.75339940041724,3.69669927194974
"1748",1748,146.905947441217,2.75521772649709,3.822230672301
"1749",1749,147.004506407548,2.75669464616075,3.90800845253801
"1750",1750,147.018588931136,2.75671933169795,3.90930979003215
"1751",1751,147.032671454725,2.75674594149568,3.91061112752632
"1752",1752,147.046753978313,2.7567744754982,3.91191246502049
"1753",1753,147.060836501901,2.75680493364577,3.91321380251466
"1754",1754,147.074919025489,2.75683731587461,3.9145151400088
"1755",1755,147.089001549078,2.75687162211692,3.91099845092242
"1756",1756,147.103084072666,2.75690785230088,3.89691592733419
"1757",1757,147.117166596254,2.75694600635062,3.88283340374593
"1758",1758,147.131249119842,2.75698608418629,3.86875088015771
"1759",1759,147.14533164343,2.75702808572399,3.8546683565695
"1760",1760,147.159414167019,2.7570720108758,3.84058583298128
"1761",1761,147.173496690607,2.75711785954978,3.82650330939305
"1762",1762,147.187579214195,2.75716563164997,3.81242078580482
"1763",1763,147.201661737783,2.7572153270764,3.79833826221659
"1764",1764,147.215744261372,2.75726694572506,3.78425573862836
"1765",1765,147.22982678496,2.75732048748796,3.77017321504013
"1766",1766,147.243909308548,2.75737595225305,3.7560906914519
"1767",1767,147.257991832136,2.75743333990431,3.74200816786367
"1768",1768,147.272074355725,2.75749265032167,3.72792564427544
"1769",1769,147.286156879313,2.75755388338107,3.71384312068722
"1770",1770,147.300239402901,2.75761703895443,3.69976059709902
"1771",1771,147.314321926489,2.75768211690967,3.68567807351079
"1772",1772,147.328404450077,2.75774911711068,3.67159554992253
"1773",1773,147.342486973666,2.75781803941737,3.65751302633433
"1774",1774,147.356569497254,2.75788888368565,3.6434305027461
"1775",1775,147.370652020842,2.75796164976739,3.62934797915787
"1776",1776,147.38473454443,2.75803633751048,3.61526545556964
"1777",1777,147.398817068019,2.75811294675881,3.60118293198141
"1778",1778,147.412899591607,2.75819147735228,3.58710040839318
"1779",1779,147.426982115195,2.75827192912676,3.57301788480495
"1780",1780,147.441064638783,2.75835430191417,3.55893536121673
"1781",1781,147.455147162372,2.75843859554241,3.5448528376285
"1782",1782,147.46922968596,2.75852480983538,3.53077031404027
"1783",1783,147.483312209548,2.75861294461301,3.51668779045204
"1784",1784,147.497394733136,2.75870299969123,3.50260526686384
"1785",1785,147.511477256724,2.75879497488199,3.48852274327561
"1786",1786,147.525559780313,2.75888886999324,3.47444021968735
"1787",1787,147.539642303901,2.75898468482898,3.46035769609912
"1788",1788,147.553724827489,2.75908241918921,3.44627517251092
"1789",1789,147.567807351077,2.75918207286994,3.43219264892269
"1790",1790,147.581889874666,2.75928364566323,3.41811012533447
"1791",1791,147.595972398254,2.75938713735715,3.40402760174624
"1792",1792,147.610054921842,2.75949254773579,3.38994507815801
"1793",1793,147.62413744543,2.75959987657929,3.37586255456978
"1794",1794,147.638219969018,2.75970912366382,3.36178003098155
"1795",1795,147.652302492607,2.75982028876157,3.34769750739332
"1796",1796,147.666385016195,2.75993337164078,3.33361498380509
"1797",1797,147.680467539783,2.76004837206573,3.31953246021686
"1798",1798,147.694550063371,2.76016528979675,3.30544993662863
"1799",1799,147.70863258696,2.76028412459019,3.29136741304043
"1800",1800,147.722715110548,2.76040487619847,3.2772848894522
"1801",1801,147.736797634136,2.76052754437004,3.26320236586395
"1802",1802,147.750880157724,2.76065212884943,3.24911984227575
"1803",1803,147.764962681313,2.76077862937722,3.23503731868752
"1804",1804,147.779045204901,2.76090704569003,3.22095479509929
"1805",1805,147.793127728489,2.76103737752053,3.20687227151106
"1806",1806,147.807210252077,2.7611696245975,3.19278974792283
"1807",1807,147.821292775665,2.76130378664574,3.1787072243346
"1808",1808,147.835375299254,2.76143986338615,3.16462470074637
"1809",1809,147.849457822842,2.76157785453568,3.15054217715814
"1810",1810,147.86354034643,2.76171775980738,3.13645965356991
"1811",1811,147.877622870018,2.76185957891036,3.12237712998169
"1812",1812,147.891705393607,2.76200331154982,3.10829460639346
"1813",1813,147.905787917195,2.76214895742702,3.09421208280526
"1814",1814,147.919870440783,2.76229651623933,3.08012955921703
"1815",1815,147.933952964371,2.76244598768021,3.06604703562877
"1816",1816,147.948035487959,2.76259737143921,3.05196451204054
"1817",1817,147.962118011548,2.76275066720199,3.03837943915056
"1818",1818,147.976200535136,2.76290587465027,3.02796344733486
"1819",1819,147.990283058724,2.76306299346192,3.01754745551915
"1820",1820,148.100977198697,2.75947906039356,3.08290629454606
"1821",1821,148.42671009772,2.74986068867675,3.31692524093239
"1822",1822,148.752442996743,2.74371923985005,3.4803581910889
"1823",1823,149.044280442804,2.74072327475785,3.65441000699755
"1824",1824,149.228782287823,2.73855013564491,3.7211262218629
"1825",1825,149.413284132841,2.7370529281496,3.78784243672823
"1826",1826,149.59778597786,2.73620383396431,3.85455865159358
"1827",1827,149.782287822878,2.73599159048377,3.9212748664589
"1828",1828,149.966789667897,2.73643734649249,3.98799108132425
"1829",1829,150.09080841639,2.7364550035253,3.99999999999997
"1830",1830,150.201550387597,2.73653769120224,4
"1831",1831,150.312292358804,2.73688870591274,4
"1832",1832,150.423034330011,2.73750794443877,4
"1833",1833,150.533776301218,2.73839972639391,4
"1834",1834,150.644518272425,2.73955034170629,3.99999999999997
"1835",1835,150.755260243632,2.74093899746081,4
"1836",1836,150.866002214839,2.74256533207313,4
"1837",1837,150.976744186047,2.74442892300144,4
"1838",1838,151.174778761062,2.74941155900782,4
"1839",1839,151.396017699115,2.75788596712757,4
"1840",1840,151.617256637168,2.76820034283446,4
"1841",1841,151.838495575221,2.78024677517181,4
"1842",1842,152.045996592845,2.79138509107393,4
"1843",1843,152.216354344123,2.79461691315562,4
"1844",1844,152.3867120954,2.79905192996908,4
"1845",1845,152.557069846678,2.80443448396225,4
"1846",1846,152.727427597956,2.81044215357919,4
"1847",1847,152.897785349233,2.81752943847081,4
"1848",1848,153.058997050147,2.82235266363098,4
"1849",1849,153.206489675516,2.82305209960192,4
"1850",1850,153.353982300885,2.82455027761535,4
"1851",1851,153.501474926254,2.82683328425902,4
"1852",1852,153.648967551622,2.82864934363036,4
"1853",1853,153.796460176991,2.83123774250743,4
"1854",1854,153.94395280236,2.83459636511601,4
"1855",1855,154.085753803596,2.83593948115238,4
"1856",1856,154.224066390041,2.83603143926594,4
"1857",1857,154.362378976487,2.83650483025141,4
"1858",1858,154.500691562932,2.83735871123225,4
"1859",1859,154.639004149378,2.83843661857953,4
"1860",1860,154.777316735823,2.83988059091429,4
"1861",1861,154.915629322268,2.84169007020135,4
"1862",1862,155.053941908714,2.84322509802025,4
"1863",1863,155.192254495159,2.84422731679458,4
"1864",1864,155.330567081604,2.84574118962114,4
"1865",1865,155.46887966805,2.84776590051393,4
"1866",1866,155.607192254495,2.84984913696152,4
"1867",1867,155.74550484094,2.85229316813499,4
"1868",1868,155.883817427386,2.85522560673653,4
"1869",1869,156.016859852476,2.8579866580284,4
"1870",1870,156.122233930453,2.85762663714469,4
"1871",1871,156.22760800843,2.85749234364944,4
"1872",1872,156.332982086407,2.85758380936714,4
"1873",1873,156.438356164384,2.85790101262185,4
"1874",1874,156.54373024236,2.85841963902555,4
"1875",1875,156.649104320337,2.85912241654901,4
"1876",1876,156.754478398314,2.86004036854271,4
"1877",1877,156.859852476291,2.86117328790297,4
"1878",1878,156.965226554268,2.86252091939254,4
"1879",1879,157.078088578089,2.862455278844,3.95043419756061
"1880",1880,157.194638694639,2.86191283086984,3.87645538794962
"1881",1881,157.311188811189,2.86171729517954,3.80247657833863
"1882",1882,157.427738927739,2.86186874288088,3.72849776872764
"1883",1883,157.544289044289,2.86252441781179,3.65451895911664
"1884",1884,157.660839160839,2.86377812626963,3.60061490233903
